subject_hash,condition,y,kappa,kappa_null_mean,p_value,reject_at_0p05
7688b6ef52555962,Pleasant,2,0.2253659799607065,0.1598714293606879,0.15436912617476506,False
c837649cce43f272,Negative,0,0.10151483041656827,0.16247987719212598,0.8298340331933614,False
c837649cce43f272,Neutral,1,0.1306072130119425,0.16279321229510504,0.6762647470505899,False
c837649cce43f272,Pleasant,2,0.2460800053495071,0.16133702362396798,0.10457908418316336,False
6208ef0f7750c111,Negative,0,0.18330516295905053,0.16307789128794647,0.3261347730453909,False
6208ef0f7750c111,Neutral,1,0.21778958234922127,0.16426949061091412,0.15716856628674264,False
6208ef0f7750c111,Pleasant,2,0.08247983635791632,0.16347859314325947,0.948010397920416,False
81b8a03f97e8787c,Negative,0,0.19115690658989715,0.16433080994027008,0.2897420515896821,False
81b8a03f97e8787c,Neutral,1,0.19497265080573667,0.16364616350093256,0.27014597080583885,False
81b8a03f97e8787c,Pleasant,2,0.17670616165582284,0.1635741044099437,0.3599280143971206,False
da4ea2a5506f2693,Negative,0,0.17057683027773005,0.166664501816429,0.4195160967806439,False
da4ea2a5506f2693,Neutral,1,0.08649031645126173,0.16486430156321394,0.9410117976404719,False
da4ea2a5506f2693,Pleasant,2,0.112012170361565,0.1619611686125231,0.747250549890022,False
a68b412c4282555f,Negative,0,0.21401196962761007,0.16574661875894753,0.1827634473105379,False
a68b412c4282555f,Neutral,1,0.20893570456535213,0.16497505226432088,0.1941611677664467,False
a68b412c4282555f,Pleasant,2,0.24398159693264465,0.16323730963372052,0.09098180363927215,False
108c995b953c8a35,Negative,0,0.3770151187145031,0.15849870955053785,0.007598480303939212,True
108c995b953c8a35,Neutral,1,0.16141168913686357,0.165605923649405,0.48410317936412717,False
108c995b953c8a35,Pleasant,2,0.21709761457141127,0.16074440821070723,0.19796040791841632,False
3ada92f28b4ceda3,Negative,0,0.1617528932774357,0.16193683461342295,0.4349130173965207,False
3ada92f28b4ceda3,Neutral,1,0.20109916364841454,0.1628894392077692,0.2425514897020596,False
3ada92f28b4ceda3,Pleasant,2,0.14868001481698817,0.16045745259805969,0.5050989802039592,False
49d180ecf5613281,Negative,0,0.2808112280978446,0.16112096778286575,0.052389522095580884,False
49d180ecf5613281,Neutral,1,0.21627854175887656,0.16243243435742322,0.1773645270945811,False
49d180ecf5613281,Pleasant,2,0.23087833483773923,0.16031486288805907,0.16196760647870426,False
a21855da08cb102d,Negative,0,0.27284255804482416,0.16117679089712086,0.05598880223955209,False
a21855da08cb102d,Neutral,1,0.15558371649146327,0.16339969824860523,0.489502099580084,False
a21855da08cb102d,Pleasant,2,0.25106224670951527,0.16311101100353292,0.07718456308738253,False
c75cb66ae28d8ebc,Negative,0,0.3927671893909179,0.1611390042084157,0.0065986802639472104,True
c75cb66ae28d8ebc,Neutral,1,0.4194830287133292,0.16217222021599778,0.001999600079984003,True
c75cb66ae28d8ebc,Pleasant,2,0.2907249196224964,0.15873729632017425,0.05878824235152969,False
ff5a1ae012afa5d4,Negative,0,0.251349901326439,0.1656616996927825,0.0669866026794641,False
ff5a1ae012afa5d4,Neutral,1,0.11544314317123329,0.15880766388558323,0.6984603079384123,False
ff5a1ae012afa5d4,Pleasant,2,0.4702396232093739,0.1607911760650405,0.0011997600479904018,True
8722616204217edd,Negative,0,0.23427414206379246,0.16480680239905063,0.11357728454309138,False
8722616204217edd,Neutral,1,0.11370294097817918,0.16186507380138845,0.7644471105778844,False
8722616204217edd,Pleasant,2,0.16787558647284045,0.16572911382867617,0.43691261747650467,False
96061e92f58e4bdc,Negative,0,0.24738543090239506,0.15974830247129226,0.10037992401519696,False
